order_id,user_id,product_id,order_date,qty,price,total_price
102933,875,218,2023-10-07 05:20:13,1,54.56,54.56
102934,1465,373,2022-07-19 04:16:55,5,392.67,1963.35
102935,2244,417,2025-07-19 04:35:47,1,72.49,72.49
102936,690,31,2023-07-26 09:05:10,1,9.99,9.99
102937,2011,368,2023-12-14 18:39:27,1,20.76,20.76
102938,2687,47,2025-02-19 19:16:03,1,376.74,376.74
102939,1423,134,2025-06-05 09:05:19,1,164.03,164.03
102940,2002,108,2022-11-22 11:11:55,2,24.9,49.8
102941,672,72,2023-08-31 10:14:44,1,46.73,46.73
102942,1172,327,2025-07-21 14:05:59,2,232.95,465.9
102943,1496,418,2025-07-07 06:13:23,1,293.12,293.12
102944,944,108,2022-06-21 07:18:54,1,102.35,102.35
102945,2247,309,2022-08-26 09:11:24,3,71.67,215.01
102946,1450,398,2022-12-14 09:37:39,1,58.15,58.15
102947,2540,272,2023-11-06 02:27:28,1,213.96,213.96
102948,896,171,2023-06-30 18:44:21,1,64.14,64.14
102949,2190,116,2022-04-23 21:22:50,3,39.96,119.88
102950,1337,329,2022-06-14 06:33:37,1,21.29,21.29
102951,165,74,2022-07-07 14:39:54,3,29.29,87.87
102952,2362,256,2025-02-05 14:57:26,1,499.66,499.66
102953,2069,81,2025-05-17 14:48:06,5,24.46,122.3
102954,1106,268,2024-10-19 18:05:21,1,16.1,16.1
102955,1754,128,2023-09-19 11:15:40,1,15.95,15.95
102956,2353,326,2024-11-23 22:11:00,1,57.37,57.37
102957,1939,403,2024-12-17 03:27:28,1,215.33,215.33
102958,371,235,2023-08-24 06:58:57,3,60.54,181.62
102959,1881,41,2022-10-31 22:08:25,1,24.2,24.2
102960,853,181,2024-09-05 22:47:44,1,13.82,13.82
102961,384,157,2022-03-13 01:38:04,1,31.83,31.83
102962,1932,454,2023-08-03 15:24:40,1,103.17,103.17
102963,2493,59,2023-08-23 22:53:11,1,42.12,42.12
102964,425,345,2023-12-25 13:11:50,1,13.7,13.7
102965,2209,249,2025-07-06 23:28:50,1,571.04,571.04
102966,629,192,2024-11-12 00:18:17,1,54.71,54.71
102967,895,24,2022-03-24 03:11:35,1,41.08,41.08
102968,2538,473,2024-03-01 13:54:44,1,509.0,509.0
102969,2375,400,2022-01-01 06:56:22,1,20.7,20.7
102970,598,436,2023-01-02 06:55:31,1,78.14,78.14
102971,2337,80,2022-01-05 13:32:15,5,104.53,522.65
102972,593,134,2024-10-04 20:13:34,2,9.18,18.36
102973,1688,421,2022-03-10 08:09:08,3,33.13,99.39
102974,573,213,2023-08-18 20:35:26,1,46.69,46.69
102975,2076,388,2024-06-27 10:37:08,2,72.46,144.92
102976,2091,482,2025-05-08 01:13:15,1,18.66,18.66
102977,1705,348,2024-03-03 01:25:25,1,65.93,65.93
102978,2471,166,2023-08-11 19:03:50,1,15.05,15.05
102979,177,425,2023-05-22 17:02:30,1,8.88,8.88
102980,529,348,2025-06-15 06:47:20,4,156.67,626.68
102981,1634,337,2022-10-12 02:05:50,2,59.2,118.4
102982,966,398,2025-06-12 20:31:40,1,72.48,72.48
102983,1518,71,2023-01-10 23:02:42,1,29.11,29.11
102984,198,214,2023-01-20 07:41:49,2,35.5,71.0
102985,2658,435,2024-08-19 00:30:22,1,9.79,9.79
102986,2890,65,2024-10-04 07:46:07,1,178.61,178.61
102987,853,221,2024-03-12 02:16:50,1,16.77,16.77
102988,1538,308,2025-06-02 17:24:30,1,17.95,17.95
102989,2070,479,2023-03-25 11:39:38,1,36.84,36.84
102990,1081,286,2025-05-10 16:05:41,1,41.54,41.54
102991,2890,185,2022-07-29 12:56:16,1,129.61,129.61
102992,98,207,2024-11-11 15:07:25,1,28.16,28.16
102993,1904,466,2023-11-24 04:50:12,2,214.55,429.1
102994,435,99,2022-11-18 14:39:17,1,182.15,182.15
102995,637,242,2022-08-03 04:22:14,1,149.06,149.06
102996,588,158,2025-07-06 15:13:36,3,33.12,99.36
102997,344,98,2023-01-12 16:58:26,1,8.44,8.44
102998,1318,42,2025-05-25 16:32:40,1,146.85,146.85
102999,1980,139,2025-04-07 22:31:45,3,645.75,1937.25
103000,571,283,2023-06-09 03:07:14,1,21.9,21.9
103001,611,408,2023-06-06 23:27:17,1,59.91,59.91
103002,1728,227,2023-02-27 12:53:15,1,21.88,21.88
103003,2291,423,2024-07-27 11:48:47,1,30.72,30.72
103004,1855,72,2022-12-07 18:57:22,3,328.32,984.96
103005,2609,243,2023-01-14 21:53:48,5,28.58,142.9
103006,960,18,2025-06-02 12:30:24,1,16.31,16.31
103007,2080,77,2022-11-13 20:50:12,3,79.14,237.42
103008,2439,45,2023-06-11 18:55:38,1,9.4,9.4
103009,2325,472,2024-06-24 08:22:18,1,16.02,16.02
103010,532,371,2023-05-28 00:23:38,1,36.1,36.1
103011,1178,343,2022-11-26 13:59:43,5,7.6,38.0
103012,2431,140,2025-07-19 19:45:56,1,48.67,48.67
103013,1092,177,2022-01-28 16:16:48,5,24.27,121.35
103014,1902,222,2024-11-26 09:48:14,1,230.94,230.94
103015,884,415,2023-09-23 10:02:57,1,37.71,37.71
103016,2262,92,2023-01-30 22:31:55,3,27.77,83.31
103017,1679,22,2023-12-26 08:21:23,1,17.36,17.36
103018,2424,172,2022-10-20 03:26:43,1,9.54,9.54
103019,2792,92,2023-02-26 20:01:20,1,10.4,10.4
103020,2261,192,2025-06-26 09:13:37,1,285.61,285.61
103021,2127,77,2024-08-27 08:36:45,1,368.89,368.89
103022,1750,281,2023-07-10 18:07:45,1,104.91,104.91
103023,2676,364,2022-09-12 17:50:02,1,78.35,78.35
103024,2652,179,2025-05-16 04:52:48,1,37.17,37.17
103025,782,238,2025-04-22 18:21:40,1,27.62,27.62
103026,2728,135,2023-02-07 22:58:55,4,43.68,174.72
103027,2106,365,2024-11-04 17:40:36,1,23.6,23.6
103028,881,390,2022-11-03 02:29:56,2,131.61,263.22
103029,447,280,2025-03-22 23:50:51,1,57.65,57.65
103030,2114,19,2022-07-23 16:26:45,1,11.11,11.11
103031,1784,83,2024-09-19 03:51:06,3,19.3,57.9
103032,1278,228,2024-12-31 23:35:53,1,17.84,17.84
103033,1992,371,2022-03-08 20:08:40,1,33.99,33.99
103034,1068,265,2025-04-10 01:07:49,1,74.33,74.33
103035,1578,112,2024-03-16 16:43:50,1,19.22,19.22
103036,1012,251,2023-12-02 04:27:36,2,26.46,52.92
103037,2275,164,2023-08-04 19:52:09,1,6.35,6.35
103038,774,358,2024-12-05 00:23:22,1,48.62,48.62
103039,2727,168,2022-04-13 02:59:39,2,309.67,619.34
103040,1815,221,2024-01-21 15:25:24,1,6.8,6.8
103041,2649,408,2023-09-16 20:16:01,1,150.75,150.75
103042,2427,304,2024-04-07 03:32:09,1,66.11,66.11
103043,1202,191,2024-11-21 22:23:18,1,42.02,42.02
103044,1451,325,2024-07-07 14:16:09,1,115.89,115.89
103045,2757,437,2025-08-06 04:15:01,1,3.91,3.91
103046,307,438,2025-02-14 14:54:54,3,168.04,504.12
103047,779,170,2024-03-31 07:04:23,1,61.48,61.48
103048,2552,375,2023-10-11 17:50:06,1,63.31,63.31
103049,2316,45,2023-11-02 09:41:46,1,110.36,110.36
103050,8,381,2022-12-18 12:24:50,1,146.04,146.04
103051,2556,474,2023-08-09 20:50:09,1,10.75,10.75
103052,476,14,2024-07-20 07:08:55,2,70.59,141.18
103053,1321,231,2023-02-13 08:04:53,1,64.24,64.24
103054,2212,157,2023-12-27 16:52:04,5,26.52,132.6
103055,485,500,2024-06-19 20:08:26,3,15.12,45.36
103056,2615,134,2022-06-10 07:34:44,3,300.45,901.35
103057,905,391,2024-08-06 00:10:14,1,138.16,138.16
103058,559,37,2024-09-05 02:41:57,1,222.57,222.57
103059,1968,53,2024-07-19 06:32:50,2,26.93,53.86
103060,2286,18,2025-06-13 17:49:01,2,41.69,83.38
103061,1128,471,2023-08-18 10:12:15,1,39.78,39.78
103062,1234,492,2022-05-19 05:19:47,3,102.4,307.2
103063,2602,38,2022-08-22 17:20:49,1,328.47,328.47
103064,2876,187,2023-06-24 19:44:07,5,27.08,135.4
103065,468,385,2022-05-18 05:32:53,1,27.96,27.96
103066,2434,196,2024-03-13 17:15:11,1,203.71,203.71
103067,2823,243,2025-07-21 03:56:06,1,48.18,48.18
103068,848,300,2022-05-13 19:51:32,1,62.04,62.04
103069,2435,303,2023-11-01 09:36:51,1,85.29,85.29
103070,2925,35,2022-12-04 05:16:41,1,89.21,89.21
103071,259,215,2022-07-09 02:17:39,4,53.52,214.08
103072,283,219,2025-04-14 05:03:56,1,21.85,21.85
103073,1650,316,2023-09-16 23:22:41,1,77.42,77.42
103074,1899,90,2025-03-21 07:50:21,3,204.88,614.64
103075,40,308,2024-05-02 17:37:11,1,131.09,131.09
103076,2534,252,2025-05-08 23:00:22,1,78.33,78.33
103077,2977,8,2023-05-09 07:16:03,2,52.03,104.06
103078,2268,256,2022-10-01 01:17:38,1,53.5,53.5
103079,1015,363,2025-03-30 00:24:48,1,145.88,145.88
103080,613,208,2023-06-05 19:32:50,2,161.94,323.88
103081,2976,425,2024-10-31 08:22:34,1,34.82,34.82
103082,1916,131,2024-03-05 22:47:27,1,20.22,20.22
103083,688,224,2022-12-23 21:23:37,3,22.66,67.98
103084,613,197,2023-11-05 11:11:39,1,113.54,113.54
103085,2308,468,2023-03-14 17:26:00,1,554.38,554.38
103086,2414,142,2024-10-31 20:52:29,1,30.18,30.18
103087,1782,252,2022-09-04 09:59:37,1,17.3,17.3
103088,1811,96,2022-10-14 09:59:00,1,293.68,293.68
103089,2592,26,2024-07-28 07:27:10,1,140.47,140.47
103090,2697,111,2022-02-25 09:25:05,1,50.33,50.33
103091,1548,454,2022-12-11 21:42:07,2,124.71,249.42
103092,1931,123,2025-06-11 20:17:56,1,217.96,217.96
103093,2862,186,2022-05-27 18:39:55,1,28.68,28.68
103094,1153,484,2022-10-15 10:59:30,1,55.09,55.09
103095,575,168,2023-02-24 16:50:35,1,396.48,396.48
103096,1911,51,2023-08-06 05:22:49,2,116.69,233.38
103097,1013,379,2023-11-16 18:06:26,1,92.9,92.9
103098,670,5,2022-09-14 23:01:03,3,454.39,1363.17
103099,269,77,2025-04-18 14:55:12,1,203.94,203.94
103100,1284,160,2024-03-11 20:33:07,1,19.89,19.89
103101,924,208,2025-03-31 10:33:44,1,81.34,81.34
103102,1126,257,2022-05-01 17:16:20,1,63.17,63.17
103103,1530,205,2022-07-09 02:39:31,1,298.32,298.32
103104,1759,255,2024-04-23 05:46:43,1,126.7,126.7
103105,1595,438,2022-01-19 06:40:54,1,30.77,30.77
103106,247,11,2023-02-03 13:24:59,5,17.08,85.4
103107,1561,437,2024-02-23 07:30:06,2,33.15,66.3
103108,2179,8,2024-07-12 01:47:57,2,104.59,209.18
103109,2401,409,2024-03-05 18:00:40,1,134.31,134.31
103110,2244,424,2023-10-15 03:26:50,4,33.32,133.28
103111,1940,32,2023-05-11 15:22:50,1,205.1,205.1
103112,930,472,2023-08-12 01:44:31,1,74.05,74.05
103113,2693,28,2022-11-24 20:33:42,1,43.33,43.33
103114,227,206,2022-01-25 13:35:56,1,63.84,63.84
103115,2749,493,2023-11-12 21:11:38,1,91.02,91.02
103116,265,387,2025-04-03 19:18:10,1,18.44,18.44
103117,1396,228,2025-07-17 07:32:33,1,62.67,62.67
103118,1458,128,2023-07-09 00:00:57,2,21.13,42.26
103119,646,255,2023-04-13 10:16:54,3,88.47,265.41
103120,2259,475,2022-10-25 14:21:12,3,4.29,12.87
103121,1419,212,2024-07-11 08:53:02,1,56.08,56.08
103122,1474,239,2022-02-02 23:42:10,1,6.11,6.11
103123,2991,207,2024-07-15 00:58:34,1,50.82,50.82
103124,1388,318,2023-10-18 14:47:54,1,30.08,30.08
103125,1900,283,2023-10-09 22:39:55,2,21.93,43.86
103126,2505,245,2023-01-11 22:53:03,3,24.72,74.16
103127,2773,45,2024-12-05 18:07:02,1,14.75,14.75
103128,1250,105,2022-12-16 11:07:21,1,14.32,14.32
103129,982,348,2022-10-02 20:01:58,1,514.54,514.54
103130,1155,281,2025-08-01 22:05:38,4,127.88,511.52
103131,588,234,2023-05-17 01:43:38,1,44.74,44.74
103132,476,189,2024-05-30 22:51:39,1,19.99,19.99
103133,1822,44,2025-06-13 01:07:17,1,139.75,139.75
103134,986,494,2022-10-04 06:52:43,2,182.91,365.82
103135,2204,225,2024-01-07 12:14:12,1,50.35,50.35
103136,1242,430,2022-07-02 00:53:59,1,64.39,64.39
103137,190,142,2023-06-07 19:08:43,2,67.67,135.34
103138,1441,136,2023-09-03 12:06:55,1,20.02,20.02
103139,981,176,2022-02-08 20:12:59,1,11.68,11.68
103140,1699,142,2023-07-16 20:40:05,3,15.69,47.07
103141,1716,449,2024-03-06 01:12:01,1,36.21,36.21
103142,2594,80,2022-01-20 04:09:05,1,462.89,462.89
103143,41,82,2023-05-06 17:42:22,2,21.2,42.4
103144,2355,135,2025-04-12 20:37:19,1,176.19,176.19
103145,943,207,2022-07-31 12:34:01,1,10.11,10.11
103146,338,344,2024-05-29 16:19:50,1,32.33,32.33
103147,1338,177,2024-05-31 03:09:31,1,61.22,61.22
103148,1099,383,2024-07-25 10:57:22,1,12.09,12.09
103149,2327,243,2023-08-19 12:21:05,1,126.05,126.05
103150,896,55,2025-06-26 21:47:47,2,83.81,167.62
103151,2321,141,2024-10-29 04:45:02,2,56.88,113.76
103152,2885,457,2023-01-08 08:49:40,3,189.81,569.43
103153,2668,440,2023-04-06 05:02:39,3,257.9,773.7
103154,1675,56,2024-11-27 10:55:44,5,65.04,325.2
103155,2910,15,2022-05-04 08:24:31,2,106.5,213.0
103156,931,185,2025-03-20 04:54:00,1,38.19,38.19
103157,289,314,2025-01-03 13:14:53,1,1.51,1.51
103158,724,419,2025-05-14 12:49:50,1,272.81,272.81
103159,2941,88,2022-02-08 04:11:03,1,19.53,19.53
103160,2320,97,2025-02-01 16:35:04,2,78.31,156.62
103161,1954,144,2025-03-24 06:20:42,1,43.37,43.37
103162,1090,8,2024-03-24 20:09:38,3,82.8,248.4
103163,483,477,2024-05-03 00:37:28,1,162.44,162.44
103164,936,215,2022-10-15 19:46:58,1,484.9,484.9
103165,2296,173,2025-08-04 04:06:15,4,186.38,745.52
103166,156,223,2023-09-23 15:39:02,1,54.27,54.27
103167,1071,40,2022-06-26 17:06:57,2,20.52,41.04
103168,1959,497,2024-09-24 21:42:17,1,43.34,43.34
103169,2502,182,2022-10-30 16:22:41,1,8.06,8.06
103170,2249,270,2024-11-29 14:52:13,2,65.49,130.98
103171,1684,187,2022-01-05 19:34:32,2,256.56,513.12
103172,124,245,2025-02-01 14:06:59,2,239.19,478.38
103173,2049,478,2023-05-18 10:16:42,1,11.32,11.32
103174,968,309,2024-02-16 08:05:48,3,47.28,141.84
103175,855,231,2023-03-31 02:41:34,1,5.58,5.58
103176,640,383,2023-10-20 23:59:54,1,277.44,277.44
103177,2239,155,2024-10-21 04:46:12,5,16.43,82.15
103178,1603,175,2025-06-18 18:35:47,1,24.84,24.84
103179,2564,336,2025-03-03 06:42:11,1,143.83,143.83
103180,442,115,2023-12-29 20:38:14,1,59.78,59.78
103181,1945,390,2023-05-21 20:02:32,2,17.62,35.24
103182,1839,311,2023-08-16 17:46:33,1,231.56,231.56
103183,1830,481,2022-08-24 21:32:45,2,204.13,408.26
103184,2191,300,2024-03-13 08:55:49,1,259.62,259.62
103185,533,18,2025-04-24 03:24:37,1,8.43,8.43
103186,2275,272,2022-07-24 01:41:01,4,279.67,1118.68
103187,1337,12,2022-05-22 16:47:10,1,86.33,86.33
103188,949,404,2023-01-17 21:45:47,3,18.37,55.11
103189,2020,301,2022-05-14 07:32:29,1,61.41,61.41
103190,460,192,2023-02-08 15:41:07,1,127.12,127.12
103191,551,232,2024-05-13 03:21:09,1,68.6,68.6
103192,393,443,2025-06-10 21:04:54,1,197.69,197.69
103193,1788,93,2022-01-14 04:48:23,1,17.82,17.82
103194,845,478,2023-01-08 10:51:45,2,13.01,26.02
103195,2258,218,2025-04-15 15:57:42,1,134.78,134.78
103196,1139,278,2025-07-10 05:40:27,3,57.82,173.46
103197,646,353,2024-01-09 18:09:19,1,32.34,32.34
103198,2267,487,2025-01-28 02:54:14,1,116.02,116.02
103199,2455,303,2023-11-21 10:45:16,1,216.83,216.83
103200,1467,29,2022-05-22 05:34:07,1,152.14,152.14
103201,1378,470,2023-06-16 16:05:06,1,24.42,24.42
103202,2936,301,2022-08-08 01:35:29,1,30.08,30.08
103203,2606,77,2022-11-09 10:30:53,1,35.28,35.28
103204,2598,9,2022-09-06 01:34:34,3,92.03,276.09
103205,142,24,2022-06-26 06:21:29,1,193.15,193.15
103206,2660,15,2023-03-31 20:16:06,1,281.12,281.12
103207,501,164,2024-08-20 18:33:19,1,50.96,50.96
103208,840,13,2025-03-02 12:22:44,1,136.55,136.55
103209,2750,347,2024-08-06 19:47:54,1,67.97,67.97
103210,1683,172,2024-12-12 07:05:11,1,20.28,20.28
103211,1566,357,2022-09-28 10:45:53,2,142.17,284.34
103212,2047,327,2024-01-08 09:02:39,1,26.06,26.06
103213,1531,200,2024-04-29 22:53:24,2,55.64,111.28
103214,596,485,2022-11-14 09:10:31,5,52.74,263.7
103215,1905,489,2025-05-21 13:07:13,1,10.23,10.23
103216,281,462,2024-03-30 17:53:59,1,11.01,11.01
103217,424,378,2022-06-13 12:16:19,2,36.7,73.4
103218,2904,76,2023-11-29 21:12:44,1,144.09,144.09
103219,270,164,2024-12-30 23:39:55,1,30.77,30.77
103220,154,372,2022-08-14 23:46:10,2,84.32,168.64
103221,2662,61,2023-02-25 11:29:06,3,68.61,205.83
103222,1751,488,2023-02-16 06:12:10,1,55.57,55.57
103223,662,465,2025-06-29 14:15:09,1,72.93,72.93
103224,1968,424,2025-03-27 07:47:25,1,116.2,116.2
103225,83,245,2022-01-08 11:38:42,2,37.42,74.84
103226,2995,477,2025-01-27 17:24:12,1,7.07,7.07
103227,2947,382,2024-08-24 14:20:11,1,60.76,60.76
103228,1450,155,2024-04-29 20:00:07,1,330.67,330.67
103229,1299,257,2022-08-16 14:56:29,1,76.66,76.66
103230,2332,244,2022-07-05 18:40:10,2,176.98,353.96
103231,980,162,2022-03-26 03:00:30,2,23.98,47.96
103232,2221,68,2023-08-31 08:38:40,2,417.74,835.48
103233,2811,344,2025-07-21 23:57:43,1,25.61,25.61
103234,1660,277,2022-10-10 03:05:18,1,21.34,21.34
103235,1399,161,2025-01-04 10:30:33,1,78.76,78.76
103236,633,391,2022-02-01 02:33:51,1,28.22,28.22
103237,1532,449,2024-03-18 03:59:13,2,154.47,308.94
103238,787,489,2024-05-19 02:51:24,1,36.66,36.66
103239,2991,259,2025-06-13 22:24:00,1,32.95,32.95
103240,398,492,2024-08-14 08:49:39,1,77.29,77.29
103241,1144,307,2025-06-09 00:32:34,1,41.32,41.32
103242,934,335,2024-04-21 22:19:32,1,123.23,123.23
103243,1461,95,2022-06-13 15:29:02,1,405.21,405.21
103244,1853,438,2022-09-23 10:28:59,1,153.57,153.57
103245,2724,464,2024-06-01 14:48:27,1,79.33,79.33
103246,2984,458,2022-05-11 14:09:28,1,54.77,54.77
103247,2513,246,2025-01-04 19:40:43,1,94.37,94.37
103248,286,221,2025-06-01 05:25:11,2,24.33,48.66
103249,265,123,2023-01-06 04:04:33,1,36.79,36.79
103250,2368,187,2022-12-16 01:29:46,3,96.12,288.36
103251,2721,262,2024-06-24 08:11:01,1,6.06,6.06
103252,2868,413,2022-01-20 12:25:00,2,478.86,957.72
103253,2137,273,2024-11-04 08:33:28,1,6.35,6.35
103254,1678,373,2023-02-07 17:31:02,3,21.2,63.6
103255,1227,60,2023-03-02 01:53:59,1,7.24,7.24
103256,821,406,2024-02-29 08:39:37,1,42.49,42.49
103257,1763,408,2023-05-09 07:06:14,1,23.82,23.82
103258,2382,125,2022-11-28 04:06:05,2,91.18,182.36
103259,2270,337,2022-09-30 15:16:39,1,68.22,68.22
103260,41,341,2022-12-28 00:38:48,2,65.23,130.46
103261,1732,51,2022-01-12 01:33:35,2,29.94,59.88
103262,68,178,2024-04-10 13:27:08,3,31.28,93.84
103263,988,139,2024-04-19 23:24:06,1,23.19,23.19
103264,1800,440,2025-07-01 19:26:09,1,281.3,281.3
103265,2562,327,2024-08-12 10:09:58,2,43.99,87.98
103266,1622,170,2022-07-29 15:30:40,2,210.37,420.74
103267,1656,39,2022-01-27 13:23:22,2,23.2,46.4
103268,1279,69,2023-03-24 11:42:49,2,101.59,203.18
103269,695,236,2022-04-27 19:50:27,3,27.38,82.14
103270,2525,48,2023-03-03 17:34:21,1,253.2,253.2
103271,1086,381,2022-07-17 12:56:59,1,78.55,78.55
103272,2929,57,2022-06-05 04:22:26,2,424.21,848.42
103273,2480,277,2025-02-23 09:27:47,1,49.22,49.22
103274,1694,338,2025-03-26 00:18:35,1,49.26,49.26
103275,2316,99,2023-02-06 20:53:03,1,176.7,176.7
103276,1059,404,2023-09-11 13:48:57,2,12.15,24.3
103277,779,15,2023-05-09 11:22:38,1,36.69,36.69
103278,494,325,2025-01-15 01:22:55,1,14.94,14.94
103279,1586,461,2024-04-04 16:07:10,1,6.88,6.88
103280,1493,179,2022-01-10 05:11:47,1,47.9,47.9
103281,1791,332,2022-10-01 22:40:35,1,18.41,18.41
103282,661,62,2022-10-24 22:58:20,2,14.41,28.82
103283,1349,119,2023-07-19 00:56:49,1,96.03,96.03
103284,1328,469,2022-01-13 19:28:48,1,299.41,299.41
103285,1300,37,2023-10-25 16:18:31,1,26.32,26.32
103286,1987,134,2023-07-06 04:03:41,1,25.31,25.31
103287,2045,455,2022-11-02 00:27:59,1,282.76,282.76
103288,1929,26,2023-09-24 04:14:02,1,263.4,263.4
103289,1348,490,2023-01-04 14:28:12,2,8.23,16.46
103290,1059,496,2023-08-09 21:04:38,3,34.9,104.7
103291,977,8,2023-09-22 12:21:21,1,141.27,141.27
103292,482,457,2024-01-04 04:07:14,3,40.97,122.91
103293,728,475,2025-03-19 22:16:46,1,12.22,12.22
103294,2528,4,2023-11-29 02:55:28,1,22.87,22.87
103295,1032,21,2025-05-31 03:40:05,2,43.42,86.84
103296,343,415,2022-10-25 04:50:37,1,54.66,54.66
103297,1448,149,2022-01-23 01:09:39,1,9.06,9.06
103298,2380,488,2024-02-09 19:34:47,1,144.64,144.64
103299,2486,25,2023-12-19 01:00:34,5,106.58,532.9
103300,2222,487,2023-01-10 09:10:17,2,8.85,17.7
103301,2607,143,2023-02-14 01:17:25,4,58.46,233.84
103302,527,245,2024-07-06 17:14:14,1,264.67,264.67
103303,1897,419,2022-10-29 00:15:41,1,7.05,7.05
103304,659,433,2022-12-26 10:37:11,2,28.31,56.62
103305,2074,43,2022-08-16 10:49:36,2,12.79,25.58
103306,820,425,2023-12-16 12:55:42,2,5.07,10.14
103307,2653,293,2024-05-27 20:12:40,1,92.21,92.21
103308,406,185,2023-05-18 10:07:46,1,101.15,101.15
103309,2280,42,2023-12-01 11:04:00,5,226.71,1133.55
103310,2581,431,2022-12-02 04:47:10,1,38.02,38.02
103311,1574,92,2023-02-03 14:57:02,1,23.27,23.27
103312,1812,317,2025-06-09 23:40:25,2,135.62,271.24
103313,505,398,2022-10-30 04:53:02,1,37.67,37.67
103314,179,324,2025-02-25 11:26:18,1,24.87,24.87
103315,132,53,2022-11-12 00:51:30,1,44.11,44.11
103316,1847,84,2024-06-13 09:12:22,1,30.81,30.81
103317,1479,34,2022-09-06 11:23:20,1,92.39,92.39
103318,2396,76,2024-12-25 16:51:48,1,63.64,63.64
103319,2588,353,2022-10-20 18:57:14,1,48.5,48.5
103320,772,408,2023-01-03 23:24:29,1,78.25,78.25
103321,1430,404,2024-03-02 20:25:36,2,53.83,107.66
103322,2124,197,2023-08-16 22:17:22,1,81.19,81.19
103323,579,486,2023-10-17 13:12:32,1,28.75,28.75
103324,2902,286,2024-05-08 16:54:15,1,331.68,331.68
103325,1516,88,2022-07-09 13:04:35,1,94.01,94.01
103326,194,235,2025-05-13 08:11:50,1,21.06,21.06
103327,2008,232,2024-01-26 21:46:17,1,430.99,430.99
103328,1186,7,2023-03-23 09:48:17,1,60.5,60.5
103329,2395,292,2024-02-19 17:46:13,1,89.93,89.93
103330,2999,38,2022-04-09 15:59:56,4,35.86,143.44
103331,1385,464,2022-12-14 09:36:06,1,36.56,36.56
103332,1793,52,2025-05-10 21:39:50,1,161.99,161.99
103333,1111,143,2023-03-15 15:52:31,1,34.41,34.41
103334,2262,430,2024-12-04 04:14:30,1,118.28,118.28
103335,1937,407,2022-12-14 10:18:35,2,35.3,70.6
103336,2621,396,2024-11-26 20:58:55,1,35.35,35.35
103337,780,221,2024-06-23 12:59:36,1,102.96,102.96
103338,262,428,2022-12-21 00:04:15,1,82.27,82.27
103339,730,240,2024-08-11 16:13:58,1,601.78,601.78
103340,283,143,2024-02-03 23:34:21,1,12.61,12.61
103341,1491,349,2025-03-20 15:34:54,1,90.14,90.14
103342,362,493,2022-05-07 02:07:43,1,23.84,23.84
103343,441,363,2024-06-26 09:03:18,1,29.83,29.83
103344,2141,382,2022-08-31 04:11:28,3,27.13,81.39
103345,1645,49,2024-05-02 12:45:10,1,44.56,44.56
103346,2801,277,2024-11-18 09:27:07,1,29.71,29.71
103347,867,271,2022-08-16 09:42:57,1,38.21,38.21
103348,1448,14,2025-02-04 19:35:36,1,69.26,69.26
103349,142,298,2025-03-17 18:16:50,1,161.25,161.25
103350,1315,492,2023-11-27 02:41:59,1,28.14,28.14
103351,1456,464,2023-05-04 23:14:40,1,76.29,76.29
103352,2797,15,2023-10-25 19:40:15,1,97.75,97.75
103353,1876,234,2025-03-31 00:51:23,1,49.25,49.25
103354,1848,63,2024-02-11 12:17:17,1,117.69,117.69
103355,1713,196,2023-04-25 04:38:36,1,45.68,45.68
103356,2701,27,2025-07-19 22:41:02,4,89.39,357.56
103357,701,471,2022-11-20 18:56:09,1,70.4,70.4
103358,998,93,2024-09-14 08:18:40,1,128.03,128.03
103359,2097,105,2023-06-18 16:44:38,1,346.58,346.58
103360,1326,309,2022-01-08 03:31:39,1,195.3,195.3
103361,881,52,2025-05-26 21:34:12,1,34.68,34.68
103362,1214,319,2024-01-13 01:27:48,1,36.66,36.66
103363,1160,457,2022-12-16 21:15:08,3,51.25,153.75
103364,555,181,2022-04-24 12:46:32,1,86.58,86.58
103365,404,57,2025-03-06 15:51:59,1,80.02,80.02
103366,892,120,2023-03-02 18:18:23,1,43.81,43.81
103367,2913,308,2022-05-03 06:29:41,4,10.12,40.48
103368,602,363,2022-02-23 07:57:12,2,117.19,234.38
103369,1831,43,2022-04-08 14:11:55,1,7.0,7.0
103370,341,135,2025-01-19 15:28:35,1,258.13,258.13
103371,1969,373,2023-05-14 03:47:26,1,49.09,49.09
103372,704,426,2022-08-30 00:32:15,1,155.03,155.03
103373,318,260,2024-08-22 04:56:44,1,58.51,58.51
103374,2666,197,2023-01-31 15:46:33,1,90.35,90.35
103375,1387,133,2022-09-21 11:53:15,1,12.37,12.37
103376,2430,459,2022-12-10 23:36:41,1,312.98,312.98
103377,2281,255,2024-03-03 12:21:29,1,69.3,69.3
103378,1801,489,2024-03-23 16:45:13,1,215.05,215.05
103379,1368,220,2022-06-24 06:18:56,5,326.89,1634.45
103380,1573,336,2024-02-18 07:17:24,1,115.47,115.47
103381,817,41,2025-04-28 00:26:29,1,88.29,88.29
103382,553,478,2022-08-03 03:15:47,1,136.92,136.92
103383,856,388,2022-02-09 09:16:28,1,34.29,34.29
103384,1813,255,2024-12-30 01:52:45,2,384.0,768.0
103385,2867,2,2025-05-27 21:42:30,2,66.38,132.76
103386,183,494,2022-12-31 23:26:39,1,310.46,310.46
103387,1575,195,2025-04-23 13:22:02,2,35.04,70.08
