date,year,month,quarter,day_name
2024-09-19 06:37:11,2024,9,2024Q3,Thursday
2023-01-22 02:33:03,2023,1,2023Q1,Sunday
2024-06-22 23:37:35,2024,6,2024Q2,Saturday
2025-05-28 20:26:13,2025,5,2025Q2,Wednesday
2025-07-31 07:30:51,2025,7,2025Q3,Thursday
2024-07-13 23:41:01,2024,7,2024Q3,Saturday
2024-02-27 02:02:06,2024,2,2024Q1,Tuesday
2025-05-31 00:50:45,2025,5,2025Q2,Saturday
2022-12-03 20:46:45,2022,12,2022Q4,Saturday
2025-01-06 10:16:36,2025,1,2025Q1,Monday
2022-06-13 11:07:15,2022,6,2022Q2,Monday
2022-08-13 18:58:57,2022,8,2022Q3,Saturday
2025-07-24 08:53:49,2025,7,2025Q3,Thursday
2022-02-06 21:06:02,2022,2,2022Q1,Sunday
2024-09-20 14:16:45,2024,9,2024Q3,Friday
2024-02-25 10:07:58,2024,2,2024Q1,Sunday
2023-04-02 02:12:04,2023,4,2023Q2,Sunday
2025-05-05 02:03:31,2025,5,2025Q2,Monday
2022-03-17 08:58:40,2022,3,2022Q1,Thursday
2024-01-31 18:27:53,2024,1,2024Q1,Wednesday
2023-05-29 18:08:10,2023,5,2023Q2,Monday
2022-09-29 04:43:50,2022,9,2022Q3,Thursday
2023-11-07 22:15:48,2023,11,2023Q4,Tuesday
2022-04-09 01:40:56,2022,4,2022Q2,Saturday
2025-01-12 16:23:00,2025,1,2025Q1,Sunday
2022-10-17 05:49:20,2022,10,2022Q4,Monday
2022-04-08 14:39:48,2022,4,2022Q2,Friday
2025-06-14 21:31:09,2025,6,2025Q2,Saturday
2023-01-06 08:45:46,2023,1,2023Q1,Friday
2025-03-20 22:13:50,2025,3,2025Q1,Thursday
2025-08-05 09:35:26,2025,8,2025Q3,Tuesday
2023-10-09 23:20:27,2023,10,2023Q4,Monday
2024-12-10 12:58:10,2024,12,2024Q4,Tuesday
2023-11-16 09:25:49,2023,11,2023Q4,Thursday
2023-03-28 15:59:00,2023,3,2023Q1,Tuesday
2024-12-07 17:44:28,2024,12,2024Q4,Saturday
2023-09-18 12:59:03,2023,9,2023Q3,Monday
2025-01-07 19:35:52,2025,1,2025Q1,Tuesday
2024-02-06 23:18:33,2024,2,2024Q1,Tuesday
2022-11-21 08:54:11,2022,11,2022Q4,Monday
2025-04-30 14:51:07,2025,4,2025Q2,Wednesday
2024-02-21 22:23:18,2024,2,2024Q1,Wednesday
2024-08-03 15:29:52,2024,8,2024Q3,Saturday
2024-06-23 07:54:58,2024,6,2024Q2,Sunday
2022-02-13 13:26:51,2022,2,2022Q1,Sunday
2022-08-05 03:54:14,2022,8,2022Q3,Friday
2024-12-15 02:53:07,2024,12,2024Q4,Sunday
2024-09-04 17:19:40,2024,9,2024Q3,Wednesday
2024-10-31 16:15:53,2024,10,2024Q4,Thursday
2022-12-23 08:13:55,2022,12,2022Q4,Friday
2023-04-24 14:24:32,2023,4,2023Q2,Monday
2024-06-12 22:15:19,2024,6,2024Q2,Wednesday
2023-07-23 00:38:59,2023,7,2023Q3,Sunday
2022-04-15 07:12:27,2022,4,2022Q2,Friday
2023-09-13 12:59:36,2023,9,2023Q3,Wednesday
2024-05-04 04:11:23,2024,5,2024Q2,Saturday
2023-07-04 20:27:00,2023,7,2023Q3,Tuesday
2023-09-24 12:42:29,2023,9,2023Q3,Sunday
2022-01-07 09:42:16,2022,1,2022Q1,Friday
2024-07-18 15:32:53,2024,7,2024Q3,Thursday
2023-10-04 21:39:59,2023,10,2023Q4,Wednesday
2022-02-13 22:08:44,2022,2,2022Q1,Sunday
2025-05-02 00:45:42,2025,5,2025Q2,Friday
2023-10-24 06:29:14,2023,10,2023Q4,Tuesday
2022-09-05 07:56:40,2022,9,2022Q3,Monday
2022-02-06 09:43:39,2022,2,2022Q1,Sunday
2023-10-13 22:47:24,2023,10,2023Q4,Friday
2023-07-27 05:14:36,2023,7,2023Q3,Thursday
2023-10-16 05:40:05,2023,10,2023Q4,Monday
2023-08-07 20:08:25,2023,8,2023Q3,Monday
2022-03-18 03:09:46,2022,3,2022Q1,Friday
2024-05-28 16:14:21,2024,5,2024Q2,Tuesday
2025-07-10 22:32:54,2025,7,2025Q3,Thursday
2023-08-14 02:29:18,2023,8,2023Q3,Monday
2024-01-10 21:07:45,2024,1,2024Q1,Wednesday
2025-05-14 03:19:00,2025,5,2025Q2,Wednesday
2022-04-04 13:49:09,2022,4,2022Q2,Monday
2023-12-03 17:31:42,2023,12,2023Q4,Sunday
2025-04-24 16:30:38,2025,4,2025Q2,Thursday
2025-02-15 17:46:42,2025,2,2025Q1,Saturday
2022-02-16 03:38:59,2022,2,2022Q1,Wednesday
2025-02-24 20:25:17,2025,2,2025Q1,Monday
2025-01-06 16:38:57,2025,1,2025Q1,Monday
2023-05-31 07:29:49,2023,5,2023Q2,Wednesday
2022-11-25 01:47:13,2022,11,2022Q4,Friday
2022-12-19 17:07:32,2022,12,2022Q4,Monday
2022-07-07 03:01:53,2022,7,2022Q3,Thursday
2023-12-13 02:13:01,2023,12,2023Q4,Wednesday
2023-08-14 07:27:04,2023,8,2023Q3,Monday
2022-08-18 19:25:05,2022,8,2022Q3,Thursday
2022-11-17 04:39:11,2022,11,2022Q4,Thursday
2023-05-01 05:09:13,2023,5,2023Q2,Monday
2022-03-19 08:32:24,2022,3,2022Q1,Saturday
2023-06-03 16:17:49,2023,6,2023Q2,Saturday
2022-07-12 08:03:31,2022,7,2022Q3,Tuesday
2024-01-16 02:08:58,2024,1,2024Q1,Tuesday
2024-04-23 00:41:36,2024,4,2024Q2,Tuesday
2024-03-19 09:22:31,2024,3,2024Q1,Tuesday
2023-02-23 12:49:27,2023,2,2023Q1,Thursday
2024-03-27 17:30:53,2024,3,2024Q1,Wednesday
2023-02-10 15:21:45,2023,2,2023Q1,Friday
2023-02-25 11:34:12,2023,2,2023Q1,Saturday
2022-11-12 23:14:37,2022,11,2022Q4,Saturday
2022-01-12 09:25:52,2022,1,2022Q1,Wednesday
2023-01-14 06:10:25,2023,1,2023Q1,Saturday
2022-10-19 16:18:37,2022,10,2022Q4,Wednesday
2024-03-20 11:34:43,2024,3,2024Q1,Wednesday
2024-05-13 13:55:57,2024,5,2024Q2,Monday
2024-06-13 10:17:06,2024,6,2024Q2,Thursday
2025-01-09 13:51:55,2025,1,2025Q1,Thursday
2024-07-15 06:59:20,2024,7,2024Q3,Monday
2024-02-27 16:12:14,2024,2,2024Q1,Tuesday
2024-06-04 06:55:51,2024,6,2024Q2,Tuesday
2024-11-27 17:02:30,2024,11,2024Q4,Wednesday
2023-10-07 05:20:13,2023,10,2023Q4,Saturday
2022-07-19 04:16:55,2022,7,2022Q3,Tuesday
2025-07-19 04:35:47,2025,7,2025Q3,Saturday
2023-07-26 09:05:10,2023,7,2023Q3,Wednesday
2023-12-14 18:39:27,2023,12,2023Q4,Thursday
2025-02-19 19:16:03,2025,2,2025Q1,Wednesday
2025-06-05 09:05:19,2025,6,2025Q2,Thursday
2022-11-22 11:11:55,2022,11,2022Q4,Tuesday
2023-08-31 10:14:44,2023,8,2023Q3,Thursday
2025-07-21 14:05:59,2025,7,2025Q3,Monday
2025-07-07 06:13:23,2025,7,2025Q3,Monday
2022-06-21 07:18:54,2022,6,2022Q2,Tuesday
2022-08-26 09:11:24,2022,8,2022Q3,Friday
2022-12-14 09:37:39,2022,12,2022Q4,Wednesday
2023-11-06 02:27:28,2023,11,2023Q4,Monday
2023-06-30 18:44:21,2023,6,2023Q2,Friday
2022-04-23 21:22:50,2022,4,2022Q2,Saturday
2022-06-14 06:33:37,2022,6,2022Q2,Tuesday
2022-07-07 14:39:54,2022,7,2022Q3,Thursday
2025-02-05 14:57:26,2025,2,2025Q1,Wednesday
2025-05-17 14:48:06,2025,5,2025Q2,Saturday
2024-10-19 18:05:21,2024,10,2024Q4,Saturday
2023-09-19 11:15:40,2023,9,2023Q3,Tuesday
2024-11-23 22:11:00,2024,11,2024Q4,Saturday
2024-12-17 03:27:28,2024,12,2024Q4,Tuesday
2023-08-24 06:58:57,2023,8,2023Q3,Thursday
2022-10-31 22:08:25,2022,10,2022Q4,Monday
2024-09-05 22:47:44,2024,9,2024Q3,Thursday
2022-03-13 01:38:04,2022,3,2022Q1,Sunday
2023-08-03 15:24:40,2023,8,2023Q3,Thursday
2023-08-23 22:53:11,2023,8,2023Q3,Wednesday
2023-12-25 13:11:50,2023,12,2023Q4,Monday
2025-07-06 23:28:50,2025,7,2025Q3,Sunday
2024-11-12 00:18:17,2024,11,2024Q4,Tuesday
2022-03-24 03:11:35,2022,3,2022Q1,Thursday
2024-03-01 13:54:44,2024,3,2024Q1,Friday
2022-01-01 06:56:22,2022,1,2022Q1,Saturday
2023-01-02 06:55:31,2023,1,2023Q1,Monday
2022-01-05 13:32:15,2022,1,2022Q1,Wednesday
2024-10-04 20:13:34,2024,10,2024Q4,Friday
2022-03-10 08:09:08,2022,3,2022Q1,Thursday
2023-08-18 20:35:26,2023,8,2023Q3,Friday
2024-06-27 10:37:08,2024,6,2024Q2,Thursday
2025-05-08 01:13:15,2025,5,2025Q2,Thursday
2024-03-03 01:25:25,2024,3,2024Q1,Sunday
2023-08-11 19:03:50,2023,8,2023Q3,Friday
2023-05-22 17:02:30,2023,5,2023Q2,Monday
2025-06-15 06:47:20,2025,6,2025Q2,Sunday
2022-10-12 02:05:50,2022,10,2022Q4,Wednesday
2025-06-12 20:31:40,2025,6,2025Q2,Thursday
2023-01-10 23:02:42,2023,1,2023Q1,Tuesday
2023-01-20 07:41:49,2023,1,2023Q1,Friday
2024-08-19 00:30:22,2024,8,2024Q3,Monday
2024-10-04 07:46:07,2024,10,2024Q4,Friday
2024-03-12 02:16:50,2024,3,2024Q1,Tuesday
2025-06-02 17:24:30,2025,6,2025Q2,Monday
2023-03-25 11:39:38,2023,3,2023Q1,Saturday
2025-05-10 16:05:41,2025,5,2025Q2,Saturday
2022-07-29 12:56:16,2022,7,2022Q3,Friday
2024-11-11 15:07:25,2024,11,2024Q4,Monday
2023-11-24 04:50:12,2023,11,2023Q4,Friday
2022-11-18 14:39:17,2022,11,2022Q4,Friday
2022-08-03 04:22:14,2022,8,2022Q3,Wednesday
2025-07-06 15:13:36,2025,7,2025Q3,Sunday
2023-01-12 16:58:26,2023,1,2023Q1,Thursday
2025-05-25 16:32:40,2025,5,2025Q2,Sunday
2025-04-07 22:31:45,2025,4,2025Q2,Monday
2023-06-09 03:07:14,2023,6,2023Q2,Friday
2023-06-06 23:27:17,2023,6,2023Q2,Tuesday
2023-02-27 12:53:15,2023,2,2023Q1,Monday
2024-07-27 11:48:47,2024,7,2024Q3,Saturday
2022-12-07 18:57:22,2022,12,2022Q4,Wednesday
2023-01-14 21:53:48,2023,1,2023Q1,Saturday
2025-06-02 12:30:24,2025,6,2025Q2,Monday
2022-11-13 20:50:12,2022,11,2022Q4,Sunday
2023-06-11 18:55:38,2023,6,2023Q2,Sunday
2024-06-24 08:22:18,2024,6,2024Q2,Monday
2023-05-28 00:23:38,2023,5,2023Q2,Sunday
2022-11-26 13:59:43,2022,11,2022Q4,Saturday
2025-07-19 19:45:56,2025,7,2025Q3,Saturday
2022-01-28 16:16:48,2022,1,2022Q1,Friday
2024-11-26 09:48:14,2024,11,2024Q4,Tuesday
2023-09-23 10:02:57,2023,9,2023Q3,Saturday
2023-01-30 22:31:55,2023,1,2023Q1,Monday
2023-12-26 08:21:23,2023,12,2023Q4,Tuesday
2022-10-20 03:26:43,2022,10,2022Q4,Thursday
2023-02-26 20:01:20,2023,2,2023Q1,Sunday
2025-06-26 09:13:37,2025,6,2025Q2,Thursday
2024-08-27 08:36:45,2024,8,2024Q3,Tuesday
2023-07-10 18:07:45,2023,7,2023Q3,Monday
2022-09-12 17:50:02,2022,9,2022Q3,Monday
2025-05-16 04:52:48,2025,5,2025Q2,Friday
2025-04-22 18:21:40,2025,4,2025Q2,Tuesday
2023-02-07 22:58:55,2023,2,2023Q1,Tuesday
2024-11-04 17:40:36,2024,11,2024Q4,Monday
2022-11-03 02:29:56,2022,11,2022Q4,Thursday
2025-03-22 23:50:51,2025,3,2025Q1,Saturday
2022-07-23 16:26:45,2022,7,2022Q3,Saturday
2024-09-19 03:51:06,2024,9,2024Q3,Thursday
2024-12-31 23:35:53,2024,12,2024Q4,Tuesday
2022-03-08 20:08:40,2022,3,2022Q1,Tuesday
2025-04-10 01:07:49,2025,4,2025Q2,Thursday
2024-03-16 16:43:50,2024,3,2024Q1,Saturday
2023-12-02 04:27:36,2023,12,2023Q4,Saturday
2023-08-04 19:52:09,2023,8,2023Q3,Friday
2024-12-05 00:23:22,2024,12,2024Q4,Thursday
2022-04-13 02:59:39,2022,4,2022Q2,Wednesday
2024-01-21 15:25:24,2024,1,2024Q1,Sunday
2023-09-16 20:16:01,2023,9,2023Q3,Saturday
2024-04-07 03:32:09,2024,4,2024Q2,Sunday
2024-11-21 22:23:18,2024,11,2024Q4,Thursday
2024-07-07 14:16:09,2024,7,2024Q3,Sunday
2025-08-06 04:15:01,2025,8,2025Q3,Wednesday
2025-02-14 14:54:54,2025,2,2025Q1,Friday
2024-03-31 07:04:23,2024,3,2024Q1,Sunday
2023-10-11 17:50:06,2023,10,2023Q4,Wednesday
2023-11-02 09:41:46,2023,11,2023Q4,Thursday
2022-12-18 12:24:50,2022,12,2022Q4,Sunday
2023-08-09 20:50:09,2023,8,2023Q3,Wednesday
2024-07-20 07:08:55,2024,7,2024Q3,Saturday
2023-02-13 08:04:53,2023,2,2023Q1,Monday
2023-12-27 16:52:04,2023,12,2023Q4,Wednesday
2024-06-19 20:08:26,2024,6,2024Q2,Wednesday
2022-06-10 07:34:44,2022,6,2022Q2,Friday
2024-08-06 00:10:14,2024,8,2024Q3,Tuesday
2024-09-05 02:41:57,2024,9,2024Q3,Thursday
2024-07-19 06:32:50,2024,7,2024Q3,Friday
2025-06-13 17:49:01,2025,6,2025Q2,Friday
2023-08-18 10:12:15,2023,8,2023Q3,Friday
2022-05-19 05:19:47,2022,5,2022Q2,Thursday
2022-08-22 17:20:49,2022,8,2022Q3,Monday
2023-06-24 19:44:07,2023,6,2023Q2,Saturday
2022-05-18 05:32:53,2022,5,2022Q2,Wednesday
2024-03-13 17:15:11,2024,3,2024Q1,Wednesday
2025-07-21 03:56:06,2025,7,2025Q3,Monday
2022-05-13 19:51:32,2022,5,2022Q2,Friday
2023-11-01 09:36:51,2023,11,2023Q4,Wednesday
2022-12-04 05:16:41,2022,12,2022Q4,Sunday
2022-07-09 02:17:39,2022,7,2022Q3,Saturday
2025-04-14 05:03:56,2025,4,2025Q2,Monday
2023-09-16 23:22:41,2023,9,2023Q3,Saturday
2025-03-21 07:50:21,2025,3,2025Q1,Friday
2024-05-02 17:37:11,2024,5,2024Q2,Thursday
2025-05-08 23:00:22,2025,5,2025Q2,Thursday
2023-05-09 07:16:03,2023,5,2023Q2,Tuesday
2022-10-01 01:17:38,2022,10,2022Q4,Saturday
2025-03-30 00:24:48,2025,3,2025Q1,Sunday
2023-06-05 19:32:50,2023,6,2023Q2,Monday
2024-10-31 08:22:34,2024,10,2024Q4,Thursday
2024-03-05 22:47:27,2024,3,2024Q1,Tuesday
2022-12-23 21:23:37,2022,12,2022Q4,Friday
2023-11-05 11:11:39,2023,11,2023Q4,Sunday
2023-03-14 17:26:00,2023,3,2023Q1,Tuesday
2024-10-31 20:52:29,2024,10,2024Q4,Thursday
2022-09-04 09:59:37,2022,9,2022Q3,Sunday
2022-10-14 09:59:00,2022,10,2022Q4,Friday
2024-07-28 07:27:10,2024,7,2024Q3,Sunday
2022-02-25 09:25:05,2022,2,2022Q1,Friday
2022-12-11 21:42:07,2022,12,2022Q4,Sunday
2025-06-11 20:17:56,2025,6,2025Q2,Wednesday
2022-05-27 18:39:55,2022,5,2022Q2,Friday
2022-10-15 10:59:30,2022,10,2022Q4,Saturday
2023-02-24 16:50:35,2023,2,2023Q1,Friday
2023-08-06 05:22:49,2023,8,2023Q3,Sunday
2023-11-16 18:06:26,2023,11,2023Q4,Thursday
2022-09-14 23:01:03,2022,9,2022Q3,Wednesday
2025-04-18 14:55:12,2025,4,2025Q2,Friday
2024-03-11 20:33:07,2024,3,2024Q1,Monday
2025-03-31 10:33:44,2025,3,2025Q1,Monday
2022-05-01 17:16:20,2022,5,2022Q2,Sunday
2022-07-09 02:39:31,2022,7,2022Q3,Saturday
2024-04-23 05:46:43,2024,4,2024Q2,Tuesday
2022-01-19 06:40:54,2022,1,2022Q1,Wednesday
2023-02-03 13:24:59,2023,2,2023Q1,Friday
2024-02-23 07:30:06,2024,2,2024Q1,Friday
2024-07-12 01:47:57,2024,7,2024Q3,Friday
2024-03-05 18:00:40,2024,3,2024Q1,Tuesday
2023-10-15 03:26:50,2023,10,2023Q4,Sunday
2023-05-11 15:22:50,2023,5,2023Q2,Thursday
2023-08-12 01:44:31,2023,8,2023Q3,Saturday
2022-11-24 20:33:42,2022,11,2022Q4,Thursday
2022-01-25 13:35:56,2022,1,2022Q1,Tuesday
2023-11-12 21:11:38,2023,11,2023Q4,Sunday
2025-04-03 19:18:10,2025,4,2025Q2,Thursday
2025-07-17 07:32:33,2025,7,2025Q3,Thursday
2023-07-09 00:00:57,2023,7,2023Q3,Sunday
2023-04-13 10:16:54,2023,4,2023Q2,Thursday
2022-10-25 14:21:12,2022,10,2022Q4,Tuesday
2024-07-11 08:53:02,2024,7,2024Q3,Thursday
2022-02-02 23:42:10,2022,2,2022Q1,Wednesday
2024-07-15 00:58:34,2024,7,2024Q3,Monday
2023-10-18 14:47:54,2023,10,2023Q4,Wednesday
2023-10-09 22:39:55,2023,10,2023Q4,Monday
2023-01-11 22:53:03,2023,1,2023Q1,Wednesday
2024-12-05 18:07:02,2024,12,2024Q4,Thursday
2022-12-16 11:07:21,2022,12,2022Q4,Friday
2022-10-02 20:01:58,2022,10,2022Q4,Sunday
2025-08-01 22:05:38,2025,8,2025Q3,Friday
2023-05-17 01:43:38,2023,5,2023Q2,Wednesday
2024-05-30 22:51:39,2024,5,2024Q2,Thursday
2025-06-13 01:07:17,2025,6,2025Q2,Friday
2022-10-04 06:52:43,2022,10,2022Q4,Tuesday
2024-01-07 12:14:12,2024,1,2024Q1,Sunday
2022-07-02 00:53:59,2022,7,2022Q3,Saturday
2023-06-07 19:08:43,2023,6,2023Q2,Wednesday
2023-09-03 12:06:55,2023,9,2023Q3,Sunday
2022-02-08 20:12:59,2022,2,2022Q1,Tuesday
2023-07-16 20:40:05,2023,7,2023Q3,Sunday
2024-03-06 01:12:01,2024,3,2024Q1,Wednesday
2022-01-20 04:09:05,2022,1,2022Q1,Thursday
2023-05-06 17:42:22,2023,5,2023Q2,Saturday
2025-04-12 20:37:19,2025,4,2025Q2,Saturday
2022-07-31 12:34:01,2022,7,2022Q3,Sunday
2024-05-29 16:19:50,2024,5,2024Q2,Wednesday
2024-05-31 03:09:31,2024,5,2024Q2,Friday
2024-07-25 10:57:22,2024,7,2024Q3,Thursday
2023-08-19 12:21:05,2023,8,2023Q3,Saturday
2025-06-26 21:47:47,2025,6,2025Q2,Thursday
2024-10-29 04:45:02,2024,10,2024Q4,Tuesday
2023-01-08 08:49:40,2023,1,2023Q1,Sunday
2023-04-06 05:02:39,2023,4,2023Q2,Thursday
2024-11-27 10:55:44,2024,11,2024Q4,Wednesday
2022-05-04 08:24:31,2022,5,2022Q2,Wednesday
2025-03-20 04:54:00,2025,3,2025Q1,Thursday
2025-01-03 13:14:53,2025,1,2025Q1,Friday
2025-05-14 12:49:50,2025,5,2025Q2,Wednesday
2022-02-08 04:11:03,2022,2,2022Q1,Tuesday
2025-02-01 16:35:04,2025,2,2025Q1,Saturday
2025-03-24 06:20:42,2025,3,2025Q1,Monday
2024-03-24 20:09:38,2024,3,2024Q1,Sunday
2024-05-03 00:37:28,2024,5,2024Q2,Friday
2022-10-15 19:46:58,2022,10,2022Q4,Saturday
2025-08-04 04:06:15,2025,8,2025Q3,Monday
2023-09-23 15:39:02,2023,9,2023Q3,Saturday
2022-06-26 17:06:57,2022,6,2022Q2,Sunday
2024-09-24 21:42:17,2024,9,2024Q3,Tuesday
2022-10-30 16:22:41,2022,10,2022Q4,Sunday
2024-11-29 14:52:13,2024,11,2024Q4,Friday
2022-01-05 19:34:32,2022,1,2022Q1,Wednesday
2025-02-01 14:06:59,2025,2,2025Q1,Saturday
2023-05-18 10:16:42,2023,5,2023Q2,Thursday
2024-02-16 08:05:48,2024,2,2024Q1,Friday
2023-03-31 02:41:34,2023,3,2023Q1,Friday
2023-10-20 23:59:54,2023,10,2023Q4,Friday
2024-10-21 04:46:12,2024,10,2024Q4,Monday
2025-06-18 18:35:47,2025,6,2025Q2,Wednesday
2025-03-03 06:42:11,2025,3,2025Q1,Monday
2023-12-29 20:38:14,2023,12,2023Q4,Friday
2023-05-21 20:02:32,2023,5,2023Q2,Sunday
2023-08-16 17:46:33,2023,8,2023Q3,Wednesday
2022-08-24 21:32:45,2022,8,2022Q3,Wednesday
2024-03-13 08:55:49,2024,3,2024Q1,Wednesday
2025-04-24 03:24:37,2025,4,2025Q2,Thursday
2022-07-24 01:41:01,2022,7,2022Q3,Sunday
2022-05-22 16:47:10,2022,5,2022Q2,Sunday
2023-01-17 21:45:47,2023,1,2023Q1,Tuesday
2022-05-14 07:32:29,2022,5,2022Q2,Saturday
2023-02-08 15:41:07,2023,2,2023Q1,Wednesday
2024-05-13 03:21:09,2024,5,2024Q2,Monday
2025-06-10 21:04:54,2025,6,2025Q2,Tuesday
2022-01-14 04:48:23,2022,1,2022Q1,Friday
2023-01-08 10:51:45,2023,1,2023Q1,Sunday
2025-04-15 15:57:42,2025,4,2025Q2,Tuesday
2025-07-10 05:40:27,2025,7,2025Q3,Thursday
2024-01-09 18:09:19,2024,1,2024Q1,Tuesday
2025-01-28 02:54:14,2025,1,2025Q1,Tuesday
2023-11-21 10:45:16,2023,11,2023Q4,Tuesday
2022-05-22 05:34:07,2022,5,2022Q2,Sunday
2023-06-16 16:05:06,2023,6,2023Q2,Friday
2022-08-08 01:35:29,2022,8,2022Q3,Monday
2022-11-09 10:30:53,2022,11,2022Q4,Wednesday
2022-09-06 01:34:34,2022,9,2022Q3,Tuesday
2022-06-26 06:21:29,2022,6,2022Q2,Sunday
2023-03-31 20:16:06,2023,3,2023Q1,Friday
2024-08-20 18:33:19,2024,8,2024Q3,Tuesday
2025-03-02 12:22:44,2025,3,2025Q1,Sunday
2024-08-06 19:47:54,2024,8,2024Q3,Tuesday
2024-12-12 07:05:11,2024,12,2024Q4,Thursday
2022-09-28 10:45:53,2022,9,2022Q3,Wednesday
2024-01-08 09:02:39,2024,1,2024Q1,Monday
2024-04-29 22:53:24,2024,4,2024Q2,Monday
2022-11-14 09:10:31,2022,11,2022Q4,Monday
2025-05-21 13:07:13,2025,5,2025Q2,Wednesday
2024-03-30 17:53:59,2024,3,2024Q1,Saturday
2022-06-13 12:16:19,2022,6,2022Q2,Monday
2023-11-29 21:12:44,2023,11,2023Q4,Wednesday
2024-12-30 23:39:55,2024,12,2024Q4,Monday
2022-08-14 23:46:10,2022,8,2022Q3,Sunday
2023-02-25 11:29:06,2023,2,2023Q1,Saturday
2023-02-16 06:12:10,2023,2,2023Q1,Thursday
2025-06-29 14:15:09,2025,6,2025Q2,Sunday
2025-03-27 07:47:25,2025,3,2025Q1,Thursday
2022-01-08 11:38:42,2022,1,2022Q1,Saturday
2025-01-27 17:24:12,2025,1,2025Q1,Monday
2024-08-24 14:20:11,2024,8,2024Q3,Saturday
2024-04-29 20:00:07,2024,4,2024Q2,Monday
2022-08-16 14:56:29,2022,8,2022Q3,Tuesday
2022-07-05 18:40:10,2022,7,2022Q3,Tuesday
2022-03-26 03:00:30,2022,3,2022Q1,Saturday
2023-08-31 08:38:40,2023,8,2023Q3,Thursday
2025-07-21 23:57:43,2025,7,2025Q3,Monday
2022-10-10 03:05:18,2022,10,2022Q4,Monday
2025-01-04 10:30:33,2025,1,2025Q1,Saturday
2022-02-01 02:33:51,2022,2,2022Q1,Tuesday
2024-03-18 03:59:13,2024,3,2024Q1,Monday
2024-05-19 02:51:24,2024,5,2024Q2,Sunday
2025-06-13 22:24:00,2025,6,2025Q2,Friday
2024-08-14 08:49:39,2024,8,2024Q3,Wednesday
2025-06-09 00:32:34,2025,6,2025Q2,Monday
2024-04-21 22:19:32,2024,4,2024Q2,Sunday
2022-06-13 15:29:02,2022,6,2022Q2,Monday
2022-09-23 10:28:59,2022,9,2022Q3,Friday
2024-06-01 14:48:27,2024,6,2024Q2,Saturday
2022-05-11 14:09:28,2022,5,2022Q2,Wednesday
2025-01-04 19:40:43,2025,1,2025Q1,Saturday
2025-06-01 05:25:11,2025,6,2025Q2,Sunday
2023-01-06 04:04:33,2023,1,2023Q1,Friday
2022-12-16 01:29:46,2022,12,2022Q4,Friday
2024-06-24 08:11:01,2024,6,2024Q2,Monday
2022-01-20 12:25:00,2022,1,2022Q1,Thursday
2024-11-04 08:33:28,2024,11,2024Q4,Monday
2023-02-07 17:31:02,2023,2,2023Q1,Tuesday
2023-03-02 01:53:59,2023,3,2023Q1,Thursday
2024-02-29 08:39:37,2024,2,2024Q1,Thursday
2023-05-09 07:06:14,2023,5,2023Q2,Tuesday
2022-11-28 04:06:05,2022,11,2022Q4,Monday
2022-09-30 15:16:39,2022,9,2022Q3,Friday
2022-12-28 00:38:48,2022,12,2022Q4,Wednesday
2022-01-12 01:33:35,2022,1,2022Q1,Wednesday
2024-04-10 13:27:08,2024,4,2024Q2,Wednesday
2024-04-19 23:24:06,2024,4,2024Q2,Friday
2025-07-01 19:26:09,2025,7,2025Q3,Tuesday
2024-08-12 10:09:58,2024,8,2024Q3,Monday
2022-07-29 15:30:40,2022,7,2022Q3,Friday
2022-01-27 13:23:22,2022,1,2022Q1,Thursday
2023-03-24 11:42:49,2023,3,2023Q1,Friday
2022-04-27 19:50:27,2022,4,2022Q2,Wednesday
2023-03-03 17:34:21,2023,3,2023Q1,Friday
2022-07-17 12:56:59,2022,7,2022Q3,Sunday
2022-06-05 04:22:26,2022,6,2022Q2,Sunday
2025-02-23 09:27:47,2025,2,2025Q1,Sunday
2025-03-26 00:18:35,2025,3,2025Q1,Wednesday
2023-02-06 20:53:03,2023,2,2023Q1,Monday
2023-09-11 13:48:57,2023,9,2023Q3,Monday
2023-05-09 11:22:38,2023,5,2023Q2,Tuesday
2025-01-15 01:22:55,2025,1,2025Q1,Wednesday
2024-04-04 16:07:10,2024,4,2024Q2,Thursday
2022-01-10 05:11:47,2022,1,2022Q1,Monday
2022-10-01 22:40:35,2022,10,2022Q4,Saturday
2022-10-24 22:58:20,2022,10,2022Q4,Monday
2023-07-19 00:56:49,2023,7,2023Q3,Wednesday
2022-01-13 19:28:48,2022,1,2022Q1,Thursday
2023-10-25 16:18:31,2023,10,2023Q4,Wednesday
2023-07-06 04:03:41,2023,7,2023Q3,Thursday
2022-11-02 00:27:59,2022,11,2022Q4,Wednesday
2023-09-24 04:14:02,2023,9,2023Q3,Sunday
2023-01-04 14:28:12,2023,1,2023Q1,Wednesday
2023-08-09 21:04:38,2023,8,2023Q3,Wednesday
2023-09-22 12:21:21,2023,9,2023Q3,Friday
2024-01-04 04:07:14,2024,1,2024Q1,Thursday
2025-03-19 22:16:46,2025,3,2025Q1,Wednesday
2023-11-29 02:55:28,2023,11,2023Q4,Wednesday
2025-05-31 03:40:05,2025,5,2025Q2,Saturday
2022-10-25 04:50:37,2022,10,2022Q4,Tuesday
2022-01-23 01:09:39,2022,1,2022Q1,Sunday
2024-02-09 19:34:47,2024,2,2024Q1,Friday
2023-12-19 01:00:34,2023,12,2023Q4,Tuesday
2023-01-10 09:10:17,2023,1,2023Q1,Tuesday
